tbl,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs
Table 6,20074,1680,20470,"Albuquerque, New Mexico, USA","Columbia, South Carolina, USA",1453,12.93478261,346.1047059,DL,52.10084034,352.7717742,CO,16.80672269,263.2225,160
Table 6,20074,1680,20570,"Albuquerque, New Mexico, USA","Columbus, Ohio, USA",1343,78.47826087,187.5457341,AA,22.02216067,205.2385535,CO,17.86703601,161.216124,161
Table 6,20074,1680,21560,"Albuquerque, New Mexico, USA","Corpus Christi, Texas, USA",735,14.89130435,213.6440876,WN,56.20437956,212.808961,CO,29.19708029,203.297,162
Table 6,20074,1680,23210,"Albuquerque, New Mexico, USA","Dallas/Ft.Worth, Texas, USA",580,903.1521739,133.7221146,WN,64.76110242,131.5374856,WN,64.76110242,131.5374856,163
Table 6,20074,1680,23680,"Albuquerque, New Mexico, USA","Dayton, Ohio, USA",1272,24.56521739,279.7566372,AA,31.4159292,265.3304225,F9,25.22123894,209.497193,164
Table 6,20074,1680,24090,"Albuquerque, New Mexico, USA","Denver, Colorado, USA",349,597.7173913,116.8910984,UA,39.91634843,142.1987836,WN,33.27877796,79.14099454,165
Table 6,20074,1680,24180,"Albuquerque, New Mexico, USA","Des Moines, Iowa, USA",833,18.58695652,264.1077193,UA,54.38596491,274.501828,AA,29.8245614,248.0017647,166
Table 6,20074,1680,24260,"Albuquerque, New Mexico, USA","Detroit, Michigan, USA",1347,125.326087,209.2749263,AA,25.67215958,216.5997973,F9,10.75455334,188.6080645,167
Table 6,20074,1680,26930,"Albuquerque, New Mexico, USA","El Paso, Texas, USA",223,150.5434783,95.02929242,WN,100,95.02929242,WN,100,95.02929242,168
Table 6,20074,1680,27720,"Albuquerque, New Mexico, USA","Eugene, Oregon, USA",1082,11.95652174,277.5010909,UA,51.81818182,294.8078947,DL,16.36363636,264.0488889,169
Table 6,20074,1680,28270,"Albuquerque, New Mexico, USA","Fayetteville, Arkansas, USA",697,10.10869565,220.996129,AA,69.89247312,221.9458462,AA,69.89247312,221.9458462,170
Table 6,20074,1680,29420,"Albuquerque, New Mexico, USA","Ft. Lauderdale, Florida, USA",1687,114.1304348,198.007981,WN,44.38095238,178.9568455,WN,44.38095238,178.9568455,171
Table 6,20074,1680,29540,"Albuquerque, New Mexico, USA","Ft. Myers, Florida, USA",1584,32.39130435,213.3524497,AA,34.22818792,201.0573529,AA,34.22818792,201.0573529,172
Table 6,20074,1680,29810,"Albuquerque, New Mexico, USA","Valparaiso, Florida, USA",1193,27.60869565,332.7091339,AA,68.50393701,319.6447126,CO,14.96062992,300.9034211,173
Table 6,20074,1680,30270,"Albuquerque, New Mexico, USA","Fresno, California, USA",744,18.26086957,207.8165476,US,56.54761905,219.1822105,UA,27.97619048,190.9631915,174
Table 6,20074,1680,33290,"Albuquerque, New Mexico, USA","Grand Rapids, Michigan, USA",1253,17.7173913,235.9006135,AA,31.90184049,249.0517308,NW,28.83435583,211.476383,175
Table 6,20074,1680,33410,"Albuquerque, New Mexico, USA","Green Bay, Wisconsin, USA",1176,12.7173913,178.5502564,NW,62.39316239,178.1227397,NW,62.39316239,178.1227397,176
Table 6,20074,1680,33460,"Albuquerque, New Mexico, USA","Greensboro/High Point, Nc, USA",1499,16.08695652,212.0705405,DL,35.13513514,210.4888462,AA,23.64864865,190.5114286,177
Table 6,20074,1680,33530,"Albuquerque, New Mexico, USA","Greenville/Spartanburg, Sc, USA",1381,14.89130435,269.540292,DL,35.76642336,300.0716327,CO,24.08759124,216.2448485,178
Table 6,20074,1680,35390,"Albuquerque, New Mexico, USA","Harlingen, Texas, USA",807,10.86956522,221.5958,WN,91,215.2192308,WN,91,215.2192308,179
Table 6,20074,1680,35420,"Albuquerque, New Mexico, USA","Harrisburg, Pennsylvania, USA",1667,16.95652174,254.1661539,DL,36.53846154,268.94,NW,12.17948718,211.11,180
Table 6,20074,1680,35510,"Albuquerque, New Mexico, USA","Hartford, Ct/Springfield, Ma, USA",1886,91.30434783,216.6886191,DL,25.35714286,223.4915024,WN,19.28571429,219.435,181
Table 6,20074,1680,37320,"Albuquerque, New Mexico, USA","Houston, Texas, USA",759,443.9130435,175.0850465,WN,52.15475025,168.4564319,WN,52.15475025,168.4564319,182
Table 6,20074,1680,37550,"Albuquerque, New Mexico, USA","Huntsville, Alabama, USA",1126,22.2826087,305.9993659,AA,70.73170732,303.419931,CO,11.70731707,277.0508333,183
Table 6,20074,1680,38490,"Albuquerque, New Mexico, USA","Indianapolis, Indiana, USA",1161,97.5,173.3400112,AA,30.54626533,176.7286131,F9,14.04682274,163.2304762,184
Table 6,20074,1680,38530,"Albuquerque, New Mexico, USA","Indio/Palm Springs, California, USA",571,14.13043478,211.1160769,US,78.46153846,211.6008824,UA,20,205.8876923,185
Table 6,20074,1680,40080,"Albuquerque, New Mexico, USA","Jackson/Vicksburg, Mississippi, USA",970,23.04347826,218.9190566,AA,50,222.6249057,CO,28.30188679,202.5691667,186
Table 6,20074,1680,40140,"Albuquerque, New Mexico, USA","Jacksonville, Florida, USA",1480,62.82608696,197.2102941,DL,24.74048443,235.9806993,CO,24.56747405,167.0371127,187
Table 6,20074,1680,42650,"Albuquerque, New Mexico, USA","Kansas City, Missouri, USA",718,199.7826087,161.5703428,WN,74.48313384,163.3043097,F9,5.71273123,135.1272381,188
Table 6,20074,1680,45540,"Albuquerque, New Mexico, USA","Knoxville, Tennessee, USA",1274,33.80434783,309.8867846,DL,44.37299035,329.606087,AA,35.36977492,287.1391818,189
Table 6,20074,1680,47710,"Albuquerque, New Mexico, USA","Lafayette, Louisiana, USA",914,10,220.8221739,CO,84.7826087,219.5657692,CO,84.7826087,219.5657692,190
Table 6,20074,1680,48880,"Albuquerque, New Mexico, USA","Las Vegas, Nevada, USA",487,648.0434783,135.047474,WN,91.29486749,134.4265387,WN,91.29486749,134.4265387,191
Table 6,20074,1680,49850,"Albuquerque, New Mexico, USA","Lexington/Frankfort, Kentucky, USA",1238,12.06521739,252.0212613,DL,47.74774775,246.6516981,CO,21.62162162,218.4833333,192
Table 6,20074,1680,50670,"Albuquerque, New Mexico, USA","Little Rock, Arkansas, USA",817,36.52173913,190.0491964,WN,51.48809524,194.3014451,AA,33.33333333,178.9148214,193
Table 6,20074,1680,51200,"Albuquerque, New Mexico, USA","Long Beach, California, USA",664,20.43478261,145.7285106,US,94.68085106,145.9896067,DL,3.723404255,142.7142857,194
Table 6,20074,1680,51210,"Albuquerque, New Mexico, USA","Islip/Long Island, New York, USA",1861,28.58695652,192.3153992,WN,93.91634981,189.8459919,WN,93.91634981,189.8459919,195
Table 6,20074,1680,51410,"Albuquerque, New Mexico, USA","Los Angeles, California, USA",677,654.1304348,167.7688568,WN,69.30874045,171.1272692,WN,69.30874045,171.1272692,196
Table 6,20074,1680,51510,"Albuquerque, New Mexico, USA","Louisville, Kentucky, USA",1177,43.91304348,203.270396,AA,31.68316832,205.4848438,WN,29.7029703,196.4455833,197
Table 6,20074,1680,51640,"Albuquerque, New Mexico, USA","Lubbock, Texas, USA",289,34.56521739,97.77575472,WN,99.05660377,96.52425397,WN,99.05660377,96.52425397,198
Table 6,20074,1680,52470,"Albuquerque, New Mexico, USA","Madison, Wisconsin, USA",1080,17.60869565,236.0291975,NW,53.7037037,218.4912644,NW,53.7037037,218.4912644,199
Table 6,20074,1680,53970,"Albuquerque, New Mexico, USA","Manchester, New Hampshire, USA",1954,73.15217391,221.6684844,WN,64.04160476,221.7769142,WN,64.04160476,221.7769142,200
Table 6,20074,1680,57180,"Albuquerque, New Mexico, USA","Memphis, Tennessee, USA",942,24.89130435,201.2541048,AA,41.48471616,192.5421053,CO,12.22707424,178.8207143,201
Table 6,20074,1680,57560,"Albuquerque, New Mexico, USA","Miami, Florida, USA",1689,38.47826087,254.485791,AA,56.49717514,267.7399,DL,13.84180791,221.66,202
Table 6,20074,1680,57650,"Albuquerque, New Mexico, USA","Midland/Odessa, Texas, USA",332,58.69565217,104.2497037,WN,97.59259259,101.6342125,WN,97.59259259,101.6342125,203
Table 6,20074,1680,57850,"Albuquerque, New Mexico, USA","Milwaukee, Wisconsin, USA",1142,79.23913044,146.6069959,NW,35.3909465,134.9882558,NW,35.3909465,134.9882558,204
Table 6,20074,1680,57970,"Albuquerque, New Mexico, USA","Minneapolis/St.Paul, Minnesota, USA",981,193.8043478,212.4230847,NW,75.09814919,216.7874085,F9,11.10487942,170.7688889,205
Table 6,20074,1680,58220,"Albuquerque, New Mexico, USA","Missoula, Montana, USA",907,10.32608696,323.8848421,DL,63.15789474,349.563,UA,34.73684211,278.9787879,206
Table 6,20074,1680,62860,"Albuquerque, New Mexico, USA","Nashville, Tennessee, USA",1123,89.45652174,195.2961604,WN,45.20048603,204.0435215,AA,32.80680437,195.624963,207
Table 6,20074,1680,63580,"Albuquerque, New Mexico, USA","New Orleans, Louisiana, USA",1015,82.60869565,203.6131579,WN,39.86842105,222.3767987,AA,26.97368421,188.1114634,208
Table 6,20074,1680,63760,"Albuquerque, New Mexico, USA","New York, New York, USA",1825,478.5869565,223.8471383,CO,40.47240518,222.6532379,DL,11.53758801,209.1139173,209
Table 6,20074,1680,64500,"Albuquerque, New Mexico, USA","Norfolk, Virginia, USA",1702,51.63043478,233.5860842,DL,30.31578947,258.3334722,WN,23.57894737,219.0311607,210
Table 6,20074,1680,65420,"Albuquerque, New Mexico, USA","Oakland, California, USA",889,399.5652174,172.6220022,WN,91.73014146,171.9195908,DL,1.305767138,149.3785417,211
Table 6,20074,1680,65840,"Albuquerque, New Mexico, USA","Oklahoma City, Oklahoma, USA",510,38.04347826,180.8996571,WN,62.28571429,190.862844,UA,12.28571429,155.9546512,212
Table 6,20074,1680,66060,"Albuquerque, New Mexico, USA","Omaha, Nebraska, USA",725,62.93478261,165.4401036,UA,42.48704663,161.725935,F9,13.98963731,148.3417284,213
Table 6,20074,1680,66180,"Albuquerque, New Mexico, USA","Ontario, California, USA",631,93.04347826,170.0909813,WN,75.11682243,176.0910109,US,18.57476636,149.1644025,214
Table 6,20074,1680,66600,"Albuquerque, New Mexico, USA","Orlando, Florida, USA",1552,242.7173913,179.8624989,WN,71.24944022,167.1279007,WN,71.24944022,167.1279007,215
Table 6,20074,1680,68560,"Albuquerque, New Mexico, USA","Pasco, Washington, USA",1013,15.10869565,307.565036,DL,56.11510791,336.7151282,UA,38.1294964,267.3813208,216
Table 6,20074,1680,69380,"Albuquerque, New Mexico, USA","Pensacola, Florida, USA",1172,13.69565217,315.9352381,AA,46.82539683,294.6279661,AA,46.82539683,294.6279661,217
Table 6,20074,1680,69880,"Albuquerque, New Mexico, USA","Philadelphia, Pennsylvania, USA",1747,168.6956522,197.9079124,AA,29.76804124,208.9584416,WN,20.42525773,175.5579811,218
Table 6,20074,1680,69980,"Albuquerque, New Mexico, USA","Phoenix, Arizona, USA",328,1181.630435,97.92348358,WN,87.08490479,96.9132101,WN,87.08490479,96.9132101,219
Table 6,20074,1680,70470,"Albuquerque, New Mexico, USA","Pittsburgh, Pennsylvania, USA",1486,80.10869565,206.7340706,AA,22.25237449,213.1456707,WN,13.1614654,188.4357732,220
Table 6,20074,1680,71790,"Albuquerque, New Mexico, USA","Portland, Oregon, USA",1111,246.5217391,196.19056,WN,63.22751323,187.7614365,WN,63.22751323,187.7614365,221
Table 6,20074,1680,73020,"Albuquerque, New Mexico, USA","Providence, Rhode Island, USA",1950,56.19565217,227.5027273,WN,45.45454546,233.1961277,NW,10.44487428,182.3911111,222
Table 6,20074,1680,74830,"Albuquerque, New Mexico, USA","Raleigh/Durham, North Carolina, USA",1565,88.58695652,200.4166626,AA,34.47852761,216.5963701,WN,22.6993865,174.1597838,223
Table 6,20074,1680,75500,"Albuquerque, New Mexico, USA","Reno, Nevada, USA",787,71.52173913,185.7552584,WN,64.43768997,185.2636321,US,20.66869301,184.12125,224
Table 6,20074,1680,75820,"Albuquerque, New Mexico, USA","Richmond, Virginia, USA",1637,25,323.1257391,DL,33.91304348,332.7528205,CO,15.2173913,317.482,225
Table 6,20074,1680,76620,"Albuquerque, New Mexico, USA","Rochester, New York, USA",1643,15,297.0955797,AA,29.71014493,289.7943902,DL,26.08695652,287.0061111,226
Table 6,20074,1680,77850,"Albuquerque, New Mexico, USA","Sacramento, California, USA",866,94.89130435,190.8794731,WN,70.4467354,189.0860813,US,15.57846506,185.6513971,227
Table 6,20074,1680,78460,"Albuquerque, New Mexico, USA","St. Louis, Missouri, USA",934,150.7608696,173.3525018,WN,66.69069935,171.3043892,WN,66.69069935,171.3043892,228
Table 6,20074,1680,79070,"Albuquerque, New Mexico, USA","Salt Lake City, Utah, USA",493,199.8913044,161.4277923,DL,55.79119087,162.5969103,WN,37.62914628,154.9562139,229
Table 6,20074,1680,79360,"Albuquerque, New Mexico, USA","San Antonio, Texas, USA",609,116.3043478,176.0077944,WN,69.43925234,180.169677,AA,17.28971963,159.992,230
Table 6,20074,1680,79520,"Albuquerque, New Mexico, USA","San Diego, California, USA",628,328.2608696,171.5557483,WN,84.66887417,172.6171021,US,10.82781457,152.253211,231
Table 6,20074,1680,79830,"Albuquerque, New Mexico, USA","San Francisco, California, USA",896,192.826087,185.5490304,UA,46.61781285,210.1207739,US,22.88613303,156.3584483,232
Table 6,20074,1680,80050,"Albuquerque, New Mexico, USA","San Jose, California, USA",870,150.5434783,192.3285848,WN,53.06859206,206.1819048,US,35.5234657,174.405061,233
Table 6,20074,1680,80330,"Albuquerque, New Mexico, USA","San Luis Obispo, California, USA",794,11.19565217,223.0370874,US,66.99029126,212.922029,US,66.99029126,212.922029,234
Table 6,20074,1680,80650,"Albuquerque, New Mexico, USA","Santa Ana, California, USA",650,129.673913,182.6018692,WN,48.53310981,197.3876857,US,43.41994971,165.8692471,235
Table 6,20074,1680,80690,"Albuquerque, New Mexico, USA","Santa Barbara, California, USA",754,21.73913044,219.98195,US,72,217.40125,US,72,217.40125,236
Table 6,20074,1680,82340,"Albuquerque, New Mexico, USA","Savannah, Georgia, USA",1475,11.95652174,309.1804546,DL,58.18181818,312.1601563,CO,14.54545455,268.656875,237
Table 6,20074,1680,82630,"Albuquerque, New Mexico, USA","Seattle, Washington, USA",1180,358.2608696,183.7899333,WN,67.1723301,176.8042367,WN,67.1723301,176.8042367,238
Table 6,20074,1680,83600,"Albuquerque, New Mexico, USA","Shreveport, Louisiana, USA",757,10.2173913,225.905,AA,79.78723404,224.1908,AA,79.78723404,224.1908,239
Table 6,20074,1680,84300,"Albuquerque, New Mexico, USA","Sioux Falls, South Dakota, USA",790,11.95652174,216.265,UA,68.18181818,224.5258667,NW,23.63636364,190.3107692,240
Table 6,20074,1680,85290,"Albuquerque, New Mexico, USA","Spokane, Washington, USA",1035,48.47826087,203.5078475,WN,46.18834081,184.4311165,WN,46.18834081,184.4311165,241
Table 6,20074,1680,86840,"Albuquerque, New Mexico, USA","Syracuse, New York, USA",1721,17.06521739,281.8134395,AA,34.39490446,288.4818519,UA,22.92993631,279.7986111,242
Table 6,20074,1680,87870,"Albuquerque, New Mexico, USA","Tampa, Florida, USA",1497,150.2173913,197.088712,WN,56.22286541,192.1255341,CO,12.37337193,191.5901754,243
Table 6,20074,1680,91940,"Albuquerque, New Mexico, USA","Tucson, Arizona, USA",321,211.9565217,96.40961026,WN,93.7948718,93.93858393,WN,93.7948718,93.93858393,244
Table 6,20074,1680,92080,"Albuquerque, New Mexico, USA","Tulsa, Oklahoma, USA",608,39.13043478,182.7290556,WN,60,193.3297685,UA,10,152.9741667,245
Table 6,20074,1680,96460,"Albuquerque, New Mexico, USA","Washington, D.C., USA",1650,379.1304348,272.8959805,UA,40.05160551,286.2400787,AA,28.87041284,258.3884211,246
Table 6,20074,1680,97160,"Albuquerque, New Mexico, USA","West Palm Beach, Florida, USA",1671,36.08695652,217.1254518,CO,26.80722892,211.9346067,WN,22.59036145,190.9641333,247
Table 6,20074,1680,97500,"Albuquerque, New Mexico, USA","Wichita, Kansas, USA",542,13.80434783,216.5175591,UA,44.88188976,208.3705263,UA,44.88188976,208.3705263,248
Table 6,20074,1910,5850,"Alexandria, Louisiana, USA","Atlanta, Georgia, USA",500,31.95652174,271.004864,DL,87.07482993,266.9841797,NW,3.741496599,238.4590909,249
Table 6,20074,1910,7220,"Alexandria, Louisiana, USA","Baltimore, Maryland, USA",1046,14.7826087,227.1803677,DL,41.91176471,228.2875439,CO,30.88235294,214.3688095,250
Table 6,20074,1910,18500,"Alexandria, Louisiana, USA","Chicago, Illinois, USA",778,14.13043478,236.4299231,NW,29.23076923,224.1568421,DL,14.61538462,213.1326316,251
Table 6,20074,1910,23210,"Alexandria, Louisiana, USA","Dallas/Ft.Worth, Texas, USA",285,17.17391304,164.8053165,AA,91.13924051,150.5372222,AA,91.13924051,150.5372222,252
Table 6,20074,1910,24260,"Alexandria, Louisiana, USA","Detroit, Michigan, USA",907,11.95652174,230.7962727,NW,53.63636364,197.4967797,NW,53.63636364,197.4967797,253
Table 6,20074,1910,48880,"Alexandria, Louisiana, USA","Las Vegas, Nevada, USA",1340,19.02173913,238.964,CO,62.85714286,225.2949091,CO,62.85714286,225.2949091,254
Table 6,20074,1910,51410,"Alexandria, Louisiana, USA","Los Angeles, California, USA",1514,20.2173913,257.3422043,CO,65.05376344,258.5529752,CO,65.05376344,258.5529752,255
Table 6,20074,1910,62860,"Alexandria, Louisiana, USA","Nashville, Tennessee, USA",473,12.17391304,201.7744643,NW,75.89285714,188.4564706,NW,75.89285714,188.4564706,256
Table 6,20074,1910,63760,"Alexandria, Louisiana, USA","New York, New York, USA",1228,24.13043478,237.479955,CO,41.89189189,241.9451613,NW,20.27027027,212.1146667,257
Table 6,20074,1910,66600,"Alexandria, Louisiana, USA","Orlando, Florida, USA",702,23.91304348,182.8784546,CO,35,177.9475325,NW,18.18181818,156.57,258
Table 6,20074,1910,69980,"Alexandria, Louisiana, USA","Phoenix, Arizona, USA",1145,13.91304348,215.0129688,CO,78.125,212.9675,CO,78.125,212.9675,259
Table 6,20074,1910,74830,"Alexandria, Louisiana, USA","Raleigh/Durham, North Carolina, USA",853,13.91304348,204.66875,DL,38.28125,207.4728571,CO,27.34375,193.7511429,260
Table 6,20074,1910,79360,"Alexandria, Louisiana, USA","San Antonio, Texas, USA",374,11.63043478,210.683271,CO,71.02803738,185.1923684,CO,71.02803738,185.1923684,261
Table 6,20074,1910,82630,"Alexandria, Louisiana, USA","Seattle, Washington, USA",1924,12.82608696,267.2720339,CO,74.57627119,271.5755682,AA,18.6440678,254.1413636,262
Table 6,20074,1910,87870,"Alexandria, Louisiana, USA","Tampa, Florida, USA",645,12.93478261,165.3597479,CO,50.42016807,170.8673333,NW,18.48739496,146.65,263
Table 6,20074,1910,96460,"Alexandria, Louisiana, USA","Washington, D.C., USA",1018,22.2826087,282.7502927,DL,41.95121951,304.1484884,CO,28.29268293,253.3141379,264
Table 6,20074,2200,5850,"Allentown, Pennsylvania, USA","Atlanta, Georgia, USA",692,55,276.9258103,DL,75.49407115,279.7876178,DL,75.49407115,279.7876178,265
Table 6,20074,2200,6100,"Allentown, Pennsylvania, USA","Austin, Texas, USA",1441,11.19565217,274.1036893,UA,43.68932039,298.2744444,DL,40.77669903,266.9957143,266
Table 6,20074,2200,11030,"Allentown, Pennsylvania, USA","Birmingham, Alabama, USA",792,13.36956522,188.1595122,DL,47.15447155,157.8443103,DL,47.15447155,157.8443103,267
Table 6,20074,2200,12200,"Allentown, Pennsylvania, USA","Boston, Massachusetts, USA",258,14.13043478,207.6035385,US,86.92307692,211.2611504,US,86.92307692,211.2611504,268
Table 6,20074,2200,17900,"Allentown, Pennsylvania, USA","Charleston, South Carolina, USA",592,22.5,150.8831884,US,67.63285024,149.6621429,DL,27.0531401,129.96,269
Table 6,20074,2200,17960,"Allentown, Pennsylvania, USA","Charlotte, North Carolina, USA",481,75.2173913,241.2093064,US,82.51445087,247.6261296,UA,12.71676301,220.9832955,270
Table 6,20074,2200,18500,"Allentown, Pennsylvania, USA","Chicago, Illinois, USA",654,145,225.6341904,UA,90.92953523,225.5833223,NW,1.499250375,182.569,271
Table 6,20074,2200,19270,"Allentown, Pennsylvania, USA","Cincinnati, Ohio, USA",503,19.56521739,288.4248333,DL,86.66666667,298.0735256,UA,2.222222222,106.265,272
Table 6,20074,2200,23210,"Allentown, Pennsylvania, USA","Dallas/Ft.Worth, Texas, USA",1308,19.23913044,309.6331073,US,33.89830509,316.7086667,DL,29.37853107,302.7642308,273
Table 6,20074,2200,24090,"Allentown, Pennsylvania, USA","Denver, Colorado, USA",1539,28.04347826,277.6256589,UA,60.46511628,284.3235256,UA,60.46511628,284.3235256,274
